"freq","word4","word3","word2","word1"
218750,"am","i","where","to"
218750,"was","i","where","to"
218750,"day","next","the","until"
218750,"out","find","to","want"
218750,"a","had","all","we"
218750,"a","for","looking","were"
218750,"do","could","i","what"
218750,"in","saw","i","what"
218750,"to","start","i","when"
218750,"is","one","no","when"
218750,"pressed","hard","be","would"
218750,"the","see","to","you"
218487,"a","really","not","is"
218340,"a","of","size","the"
218309,"in","happening","is","what"
218274,"century","th","the","in"
218181,"things","those","of","any"
218181,"the","be","to","believed"
218181,"be","and","fun","have"
218181,"was","it","that","know"
218181,"anyone","what","care","not"
218181,"and","bathroom","the","to"
218181,"if","do","you","would"
218029,"that","sure","make","to"
217948,"that","true","is","it"
217948,"of","think","you","when"
217821,"i","and","family","my"
217821,"you","of","many","so"
217741,"it","say","will","i"
217647,"weeks","few","past","the"
217616,"have","i","time","first"
217391,"you","what","know","i"
217391,"i","him","told","i"
217391,"be","to","expected","are"
217391,"with","go","to","decided"
217391,"going","are","we","where"
217391,"for","up","stand","to"
217391,"i","when","ago","years"
217391,"the","of","video","a"
217391,"am","i","all","after"
217391,"in","alone","not","are"
217391,"are","we","that","fact"
217391,"have","we","that","fact"
217391,"is","friend","a","for"
217391,"the","use","to","going"
217391,"the","in","luck","good"
217391,"the","liked","really","i"
217391,"year","next","you","see"
217391,"is","world","the","that"
217391,"i","that","point","the"
217391,"at","place","right","the"
217391,"i","anything","is","there"
217391,"a","got","have","they"
217391,"the","on","me","to"
217391,"it","do","not","will"
217391,"an","such","are","you"
217391,"me","to","talk","you"
217391,"which","in","game","a"
217391,"our","of","one","about"
217391,"the","of","one","about"
217391,"ago","weeks","two","about"
217391,"am","i","but","all"
217391,"is","got","i","all"
217391,"people","first","the","among"
217391,"the","with","email","an"
217391,"the","with","issue","an"
217391,"the","for","go","and"
217391,"it","knows","he","and"
217391,"have","you","hope","and"
217391,"own","my","make","and"
217391,"this","than","better","any"
217391,"a","of","chance","any"
217391,"that","things","some","are"
217391,"you","things","some","are"
217391,"i","read","i","as"
217391,"per","as","low","as"
217391,"percent","as","low","as"
217391,"the","of","most","as"
217391,"young","very","a","at"
217391,"was","it","home","at"
217391,"so","you","thank","aw"
217391,"the","of","afraid","be"
217391,"the","on","announced","be"
217391,"same","the","doing","be"
217391,"been","have","i","be"
217391,"the","with","working","be"
217391,"i","long","too","been"
217391,"am","i","and","book"
217391,"the","to","back","but"
217391,"be","would","he","but"
217391,"was","he","that","but"
217391,"i","that","saying","by"
217391,"doubt","no","be","can"
217391,"than","better","do","can"
217391,"and","back","go","can"
217391,"is","week","this","challenge"
217391,"on","out","me","check"
217391,"the","of","out","completely"
217391,"in","back","go","could"
217391,"the","take","not","could"
217391,"a","is","this","day"
217391,"should","i","if","decide"
217391,"more","little","a","did"
217391,"to","go","i","do"
217391,"is","that","day","every"
217391,"be","to","seems","everyone"
217391,"you","meet","to","excited"
217391,"come","have","we","far"
217391,"am","i","better","feel"
217391,"worth","was","it","figured"
217391,"a","in","yourself","find"
217391,"up","follow","a","for"
217391,"a","in","us","for"
217391,"been","have","who","friends"
217391,"a","have","i","glad"
217391,"me","given","has","god"
217391,"to","talk","to","going"
217391,"the","about","thing","great"
217391,"this","about","thing","great"
217391,"me","for","done","has"
217391,"a","to","agreed","have"
217391,"to","great","been","have"
217391,"been","i","not","have"
217391,"the","face","to","have"
217391,"to","coming","is","he"
217391,"the","and","life","her"
217391,"chance","your","is","here"
217391,"to","her","or","him"
217391,"was","it","important","how"
217391,"a","craving","am","i"
217391,"will","they","bet","i"
217391,"up","come","can","i"
217391,"with","live","could","i"
217391,"over","back","look","i"
217391,"my","to","turned","i"
217391,"the","to","turned","i"
217391,"make","will","it","if"
217391,"room","hotel","a","in"
217391,"the","of","celebration","in"
217391,"amen","jesus","christ","in"
217391,"i","stash","my","in"
217391,"and","dirt","the","in"
217391,"in","technology","of","institute"
217391,"thing","funny","a","is"
217391,"to","back","coming","is"
217391,"a","from","coming","is"
217391,"like","place","no","is"
217391,"announce","to","proud","is"
217391,"have","to","proud","is"
217391,"i","go","a","it"
217391,"week","this","up","it"
217391,"the","in","you","keep"
217391,"party","the","to","late"
217391,"the","say","is","let"
217391,"the","to","up","living"
217391,"are","you","like","look"
217391,"phone","my","at","looked"
217391,"back","come","to","love"
217391,"to","come","to","love"
217391,"me","of","fun","made"
217391,"i","say","just","me"
217391,"i","way","the","me"
217391,"the","until","days","more"
217391,"love","i","day","mothers"
217391,"it","and","birthday","my"
217391,"i","account","other","my"
217391,"to","remember","to","need"
217391,"it","make","to","needed"
217391,"its","of","version","new"
217391,"be","to","expected","not"
217391,"would","i","something","not"
217391,"i","that","something","not"
217391,"you","that","something","not"
217391,"a","like","sound","not"
217391,"i","said","he","now"
217391,"family","and","friends","of"
217391,"quarter","fourth","the","of"
217391,"and","pain","the","of"
217391,"is","restaurant","the","of"
217391,"to","ship","the","of"
217391,"is","spectrum","the","of"
217391,"disaster","titanic","the","of"
217391,"and","lap","my","on"
217391,"street","high","the","on"
217391,"the","in","people","other"
217391,"the","on","up","pick"
217391,"my","with","time","quality"
217391,"best","the","is","really"
217391,"go","to","wants","really"
217391,"see","to","wants","really"
217391,"the","as","this","see"
217391,"are","i","and","she"
217391,"was","there","said","she"
217391,"no","head","his","shook"
217391,"to","go","i","should"
217391,"am","i","out","shout"
217391,"wrote","last","i","since"
217391,"the","for","bad","so"
217391,"want","you","do","so"
217391,"go","to","ready","so"
217391,"am","i","true","so"
217391,"to","went","we","so"
217391,"my","of","pictures","some"
217391,"spellcheck","gt","amp","span"
217391,"the","about","excited","super"
217391,"be","may","he","that"
217391,"a","actually","is","that"
217391,"are","people","other","that"
217391,"have","might","they","that"
217391,"cool","pretty","was","that"
217391,"much","pretty","was","that"
217391,"the","of","grounds","the"
217391,"is","department","labor","the"
217391,"the","of","man","the"
217391,"that","thing","other","the"
217391,"the","above","picture","the"
217391,"the","and","school","the"
217391,"a","of","tale","the"
217391,"the","of","tale","the"
217391,"the","in","women","the"
217391,"to","coming","are","they"
217391,"be","gonna","are","they"
217391,"now","right","are","they"
217391,"the","to","come","they"
217391,"is","think","i","this"
217391,"pm","at","saturday","this"
217391,"can","i","so","this"
217391,"perfect","is","weather","this"
217391,"to","energy","and","time"
217391,"court","in","appear","to"
217391,"an","for","call","to"
217391,"to","whether","decide","to"
217391,"out","all","go","to"
217391,"are","you","go","to"
217391,"the","with","hang","to"
217391,"against","it","hold","to"
217391,"new","a","introduce","to"
217391,"the","is","that","to"
217391,"you","that","you","to"
217391,"few","a","for","twitter"
217391,"the","is","states","united"
217391,"to","got","i","until"
217391,"wings","the","in","waiting"
217391,"the","from","away","walk"
217391,"and","home","go","wanna"
217391,"i","home","go","wanna"
217391,"it","keep","to","wanted"
217391,"little","a","getting","was"
217391,"the","by","struck","was"
217391,"and","good","very","was"
217391,"money","save","to","way"
217391,"that","hoping","are","we"
217391,"done","ever","have","we"
217391,"seen","ever","have","we"
217391,"newest","our","to","welcome"
217391,"doing","you","were","what"
217391,"thinking","you","were","what"
217391,"out","go","we","when"
217391,"in","is","she","while"
217391,"my","you","dm","will"
217391,"be","day","one","will"
217391,"and","knife","a","with"
217391,"more","much","be","would"
217391,"the","me","give","would"
217391,"a","in","back","you"
217391,"the","in","guys","you"
217391,"a","find","might","you"
217391,"the","how","see","you"
217054,"us","of","all","for"
216981,"ago","years","than","more"
216867,"the","of","any","if"
216867,"a","like","feel","me"
216748,"the","of","state","the"
216666,"i","but","lot","a"
216666,"earth","the","of","face"
216666,"and","old","years","was"
216216,"the","in","be","will"
216216,"hear","to","great","is"
216216,"i","and","heart","my"
216216,"may","of","month","the"
216216,"to","have","might","you"
216216,"the","over","win","a"
216216,"on","you","with","am"
216216,"any","of","know","anyone"
216216,"and","education","of","department"
216216,"is","it","me","follow"
216216,"are","they","what","for"
216216,"nerves","my","on","get"
216216,"the","to","out","heading"
216216,"you","knew","never","i"
216216,"to","had","only","i"
216216,"you","bring","will","i"
216216,"mood","great","a","in"
216216,"challenges","following","the","in"
216216,"inning","sixth","the","in"
216216,"see","to","chance","last"
216216,"a","be","to","looks"
216216,"on","is","birthday","my"
216216,"a","you","make","not"
216216,"senior","and","health","of"
216216,"am","i","work","of"
216216,"puzzle","the","of","piece"
216216,"feel","you","what","say"
216216,"email","your","me","send"
216216,"be","will","i","soon"
216216,"as","way","a","such"
216216,"way","best","the","that"
216216,"you","around","world","the"
216216,"about","part","worst","the"
216216,"i","then","and","them"
216216,"would","they","said","they"
216216,"the","see","to","time"
216216,"a","for","apply","to"
216216,"and","door","the","to"
216216,"me","for","late","too"
216216,"back","get","we","when"
216216,"been","have","we","where"
216216,"so","think","i","yeah"
215909,"the","be","will","this"
215805,"doing","are","you","what"
215753,"you","of","all","to"
215686,"for","used","be","can"
215686,"to","used","be","can"
215686,"for","fridge","the","in"
215686,"long","a","such","for"
215686,"not","is","it","however"
215686,"i","say","just","is"
215686,"a","than","less","is"
215686,"the","like","seemed","it"
215686,"and","me","at","looked"
215686,"get","you","when","me"
215686,"am","i","and","on"
215686,"feel","you","makes","that"
215686,"the","in","first","the"
215686,"that","things","little","the"
215686,"to","much","is","there"
215686,"a","to","up","woke"
215686,"for","ready","are","you"
215568,"a","on","go","to"
215517,"the","is","here","so"
215517,"to","me","get","to"
215384,"the","of","out","is"
215384,"part","best","the","and"
215384,"a","like","look","i"
215384,"better","feel","you","make"
215384,"am","i","know","me"
215384,"home","way","his","on"
215384,"on","time","much","too"
215189,"a","make","to","had"
215189,"a","wearing","am","i"
215189,"the","is","this","it"
215189,"the","through","get","to"
215189,"of","some","see","to"
215053,"of","some","are","here"
215053,"months","coming","the","in"
215053,"weeks","coming","the","in"
215053,"about","hear","to","sorry"
215053,"so","all","you","thank"
214953,"of","job","good","a"
214876,"the","for","to","thanks"
214765,"imagine","only","can","i"
214659,"see","to","excited","so"
214285,"night","the","of","middle"
214285,"support","your","for","thanks"
214285,"do","can","i","all"
214285,"been","have","i","know"
214285,"is","it","say","to"
214285,"the","to","is","here"
214285,"your","all","for","thanks"
214285,"i","afraid","am","i"
214285,"am","i","but","you"
214285,"shining","is","sun","the"
214285,"to","go","to","able"
214285,"was","it","so","and"
214285,"example","an","is","here"
214285,"your","enjoyed","you","hope"
214285,"hall","roll","and","rock"
214285,"a","for","ask","to"
214285,"i","when","know","you"
214285,"to","how","out","find"
214285,"had","i","realized","i"
214285,"of","bit","a","just"
214285,"you","way","the","just"
214285,"is","thing","important","most"
214285,"go","is","let","now"
214285,"i","know","you","of"
214285,"is","step","next","the"
214285,"people","many","how","wonder"
214285,"me","for","way","a"
214285,"to","takes","it","all"
214285,"the","of","episode","an"
214285,"to","back","come","and"
214285,"top","the","over","and"
214285,"the","love","i","as"
214285,"of","time","this","during"
214285,"to","go","gotta","i"
214285,"a","certainly","is","it"
214285,"not","certainly","is","it"
214285,"a","of","think","not"
214285,"the","to","percent","or"
214285,"of","all","to","out"
214285,"hours","morning","early","the"
214285,"am","i","rt","the"
214285,"the","about","word","the"
214285,"be","will","you","then"
214285,"a","also","is","this"
214285,"the","because","is","this"
214285,"a","make","to","tried"
214285,"to","move","to","want"
214285,"the","on","be","would"
214285,"time","difficult","very","a"
214285,"life","of","aspects","all"
214285,"be","to","going","also"
214285,"is","husband","my","and"
214285,"of","all","to","and"
214285,"are","you","if","back"
214285,"part","best","the","but"
214285,"was","it","then","but"
214285,"a","from","back","came"
214285,"the","see","you","can"
214285,"that","help","not","did"
214285,"the","find","to","difficult"
214285,"go","wanna","you","do"
214285,"have","i","when","especially"
214285,"the","of","year","first"
214285,"the","of","any","for"
214285,"on","us","having","for"
214285,"is","it","it","for"
214285,"to","all","you","for"
214285,"bad","the","and","good"
214285,"i","now","right","good"
214285,"get","to","time","great"
214285,"it","read","to","have"
214285,"are","i","and","he"
214285,"and","out","us","help"
214285,"money","of","amount","huge"
214285,"help","to","can","i"
214285,"make","to","can","i"
214285,"on","up","give","i"
214285,"am","i","see","i"
214285,"will","people","think","i"
214285,"the","to","reference","in"
214285,"i","blank","the","in"
214285,"the","for","town","in"
214285,"the","to","essential","is"
214285,"and","alive","still","is"
214285,"a","is","he","it"
214285,"a","was","really","it"
214285,"the","with","starts","it"
214285,"on","posted","me","keep"
214285,"a","for","this","like"
214285,"post","the","at","line"
214285,"much","so","it","makes"
214285,"saying","of","way","my"
214285,"much","how","care","not"
214285,"i","again","and","now"
214285,"is","museum","the","of"
214285,"of","museum","the","of"
214285,"a","are","they","out"
214285,"with","eat","to","out"
214285,"been","have","i","post"
214285,"a","for","looking","re"
214285,"two","the","between","relationship"
214285,"ready","you","are","rt"
214285,"is","state","the","said"
214285,"i","it","be","so"
214285,"it","is","how","so"
214285,"this","of","sick","so"
214285,"way","the","in","stand"
214285,"country","the","in","state"
214285,"be","should","he","that"
214285,"was","it","game","the"
214285,"the","of","stories","the"
214285,"nothing","really","is","there"
214285,"they","what","know","they"
214285,"be","will","i","this"
214285,"the","for","weekend","this"
214285,"have","not","would","this"
214285,"been","ve","i","time"
214285,"to","something","have","to"
214285,"that","me","remind","to"
214285,"the","down","shut","to"
214285,"am","i","start","to"
214285,"to","you","take","to"
214285,"to","together","work","to"
214285,"bar","a","into","walk"
214285,"sure","quite","not","was"
214285,"a","on","working","was"
214285,"you","love","all","we"
214285,"can","we","think","we"
214285,"am","i","so","week"
214285,"following","for","thanks","welcome"
214285,"the","for","thanks","welcome"
214285,"do","they","do","what"
214285,"the","about","talk","will"
214285,"risk","at","be","would"
214285,"in","been","ever","you"
214285,"will","we","think","you"
214007,"to","had","i","and"
213930,"days","few","a","for"
213930,"time","good","a","had"
213872,"i","me","follow","please"
213740,"the","of","role","the"
213675,"the","to","response","in"
213675,"love","i","you","love"
213483,"to","like","i","but"
213483,"am","i","as","far"
213483,"are","we","said","he"
213414,"that","decided","have","i"
213414,"me","of","out","the"
213333,"the","until","wait","to"
213114,"i","as","fast","as"
213114,"it","hope","just","i"
213114,"feel","you","how","know"
213114,"to","learn","to","need"
213114,"to","is","it","than"
213114,"the","in","one","the"
213114,"of","one","get","to"
213114,"to","ready","is","who"
213068,"to","have","not","does"
212765,"the","in","place","a"
212765,"i","me","of","ahead"
212765,"ago","years","least","at"
212765,"time","third","the","for"
212765,"the","had","never","i"
212765,"about","excited","was","i"
212765,"be","would","i","knew"
212765,"talk","to","someone","need"
212765,"i","and","week","next"
212765,"wish","i","how","oh"
212765,"are","you","that","sure"
212765,"out","checking","for","thanks"
212765,"of","days","last","the"
212765,"some","get","go","to"
212765,"know","never","will","we"
212765,"a","taking","be","will"
212765,"your","for","all","you"
212598,"a","been","always","has"
212514,"weekend","great","a","have"
212500,"or","minute","a","for"
212500,"now","time","some","for"
212435,"as","same","the","is"
212290,"the","on","focus","to"
212121,"only","the","not","are"
212121,"remember","to","day","a"
212121,"few","a","in","back"
212121,"you","know","to","getting"
212121,"be","to","better","is"
212121,"eye","is","mind","my"
212121,"so","or","minute","a"
212121,"bit","little","a","add"
212121,"that","grateful","so","am"
212121,"i","moment","this","at"
212121,"what","for","grateful","be"
212121,"with","touch","in","be"
212121,"not","will","i","because"
212121,"is","it","of","because"
212121,"few","a","after","but"
212121,"in","believe","not","did"
212121,"day","best","the","do"
212121,"but","do","to","else"
212121,"i","win","the","for"
212121,"is","week","last","from"
212121,"there","get","us","help"
212121,"that","finding","am","i"
212121,"seen","ever","had","i"
212121,"to","grown","have","i"
212121,"have","i","realize","i"
212121,"been","had","it","if"
212121,"not","had","it","if"
212121,"a","put","you","if"
212121,"and","freezer","the","in"
212121,"the","to","home","is"
212121,"i","gone","is","it"
212121,"to","likely","is","it"
212121,"to","talk","to","like"
212121,"the","for","out","looking"
212121,"and","mistake","a","made"
212121,"is","department","the","of"
212121,"of","process","the","of"
212121,"part","small","a","only"
212121,"us","see","to","out"
212121,"year","the","of","quarter"
212121,"the","whether","of","question"
212121,"my","of","side","right"
212121,"no","is","there","says"
212121,"a","got","is","she"
212121,"your","missed","i","sorry"
212121,"i","if","is","that"
212121,"an","of","scene","the"
212121,"to","up","way","the"
212121,"the","for","and","to"
212121,"the","for","everyone","to"
212121,"the","had","have","to"
212121,"with","school","high","to"
212121,"what","on","reflect","to"
212121,"last","the","is","tomorrow"
212121,"a","got","just","we"
212121,"we","what","know","we"
212121,"a","take","you","when"
212121,"would","you","if","wondering"
212121,"i","if","be","would"
212121,"there","out","are","you"
212121,"a","me","send","you"
211920,"to","go","not","do"
211764,"i","on","now","from"
211764,"it","think","i","said"
211764,"to","had","i","when"
211538,"have","i","think","not"
211538,"the","of","all","in"
211538,"way","a","find","can"
211538,"a","be","to","continues"
211538,"past","the","in","happened"
211538,"be","to","used","he"
211538,"the","all","love","i"
211538,"not","is","it","mean"
211538,"have","may","i","that"
211538,"expect","would","you","what"
211267,"century","st","the","of"
211267,"are","you","are","you"
211180,"of","bit","a","was"
211180,"see","to","like","you"
211072,"the","at","am","i"
211009,"the","is","this","if"
210810,"that","know","i","but"
210743,"my","to","birthday","happy"
210526,"my","in","on","going"
210526,"the","remember","cannot","i"
210526,"to","hoping","was","i"
210526,"this","for","reason","the"
210526,"and","mom","my","with"
210526,"the","to","then","and"
210526,"my","of","one","by"
210526,"that","mean","this","does"
210526,"me","tell","to","have"
210526,"to","started","have","i"
210526,"a","also","is","she"
210526,"am","i","bad","too"
210526,"view","of","point","a"
210526,"am","i","and","again"
210526,"smile","me","makes","always"
210526,"the","in","back","am"
210526,"the","to","according","and"
210526,"he","that","said","and"
210526,"the","in","involved","been"
210526,"read","have","i","book"
210526,"a","get","to","decided"
210526,"that","realize","not","do"
210526,"that","believe","not","does"
210526,"and","college","to","go"
210526,"are","there","said","he"
210526,"is","he","but","him"
210526,"are","guys","you","hope"
210526,"have","guys","you","hope"
210526,"to","had","also","i"
210526,"of","one","want","i"
210526,"a","of","sort","is"
210526,"like","of","sort","is"
210526,"the","are","only","not"
210526,"yet","it","seen","not"
210526,"is","novel","the","of"
210526,"can","you","as","soon"
210526,"truth","the","you","tell"
210526,"like","would","i","than"
210526,"end","the","at","that"
210526,"in","things","best","the"
210526,"the","in","house","the"
210526,"am","i","but","them"
210526,"so","do","to","them"
210526,"be","to","are","they"
210526,"day","the","of","thought"
210526,"i","that","her","told"
210526,"the","watch","to","want"
210526,"how","see","ll","we"
210526,"at","performing","be","will"
210526,"for","used","be","will"
210526,"to","used","be","will"
210526,"i","know","all","you"
210526,"the","all","have","you"
210526,"on","smile","big","a"
210526,"the","about","discussion","a"
210526,"of","job","fantastic","a"
210526,"months","short","few","a"
210526,"weeks","short","few","a"
210526,"for","year","great","a"
210526,"the","from","quote","a"
210526,"for","model","role","a"
210526,"of","round","second","a"
210526,"i","throat","sore","a"
210526,"i","and","story","a"
210526,"a","of","tale","a"
210526,"the","hear","to","able"
210526,"the","read","to","able"
210526,"i","because","it","about"
210526,"way","best","the","about"
210526,"do","to","have","actually"
210526,"different","a","with","again"
210526,"most","the","but","all"
210526,"other","of","manner","all"
210526,"women","beautiful","the","all"
210526,"in","it","worth","all"
210526,"way","great","a","also"
210526,"many","are","there","although"
210526,"a","is","there","although"
210526,"the","through","going","am"
210526,"him","for","happy","am"
210526,"this","to","new","am"
210526,"a","of","reminded","am"
210526,"am","i","thinking","am"
210526,"of","job","excellent","an"
210526,"with","out","cut","and"
210526,"and","out","day","and"
210526,"to","it","gave","and"
210526,"the","on","go","and"
210526,"find","to","hard","and"
210526,"the","turn","in","and"
210526,"and","daughter","my","and"
210526,"was","she","said","and"
210526,"able","be","still","and"
210526,"is","that","to","answer"
210526,"most","the","also","are"
210526,"i","lucky","so","are"
210526,"me","following","you","are"
210526,"and","sophomore","a","as"
210526,"in","sophomore","a","as"
210526,"of","tool","a","as"
210526,"the","of","that","as"
210526,"who","man","the","as"
210526,"the","where","to","as"
210526,"info","more","for","back"
210526,"idea","bad","a","be"
210526,"for","way","a","be"
210526,"in","with","dealt","be"
210526,"a","away","giving","be"
210526,"the","in","put","be"
210526,"to","happy","so","be"
210526,"a","at","looking","been"
210526,"at","counter","the","behind"
210526,"have","i","that","books"
210526,"for","works","it","but"
210526,"of","reality","the","but"
210526,"have","still","they","but"
210526,"the","on","focus","can"
210526,"at","us","join","can"
210526,"am","i","say","cannot"
210526,"have","i","say","cannot"
210526,"the","about","less","care"
210526,"my","all","to","christmas"
210526,"the","to","enough","close"
210526,"not","am","i","com"
210526,"at","me","visit","come"
210526,"loss","a","with","compared"
210526,"lot","a","do","could"
210526,"whether","say","not","could"
210526,"love","i","but","crazy"
210526,"the","to","back","dating"
210526,"i","day","every","day"
210526,"was","i","and","did"
210526,"a","in","it","did"
210526,"not","is","it","did"
210526,"any","use","not","did"
210526,"is","that","something","do"
210526,"i","but","that","do"
210526,"the","of","stages","early"
210526,"that","forget","to","easy"
210526,"bit","little","a","even"
210526,"my","on","asleep","fell"
210526,"i","back","months","few"
210526,"to","where","out","figure"
210526,"period","limited","a","for"
210526,"year","entire","an","for"
210526,"said","she","me","for"
210526,"week","this","you","for"
210526,"young","very","a","from"
210526,"am","i","it","from"
210526,"and","ceiling","the","from"
210526,"i","truth","the","from"
210526,"a","to","birth","give"
210526,"have","i","away","go"
210526,"new","my","follow","go"
210526,"was","it","thing","good"
210526,"sure","make","to","got"
210526,"a","been","always","had"
210526,"a","spend","to","had"
210526,"over","start","to","had"
210526,"balance","the","in","hanging"
210526,"one","least","at","has"
210526,"two","least","at","has"
210526,"the","in","lived","has"
210526,"in","place","a","have"
210526,"that","add","to","have"
210526,"that","remember","to","have"
210526,"i","me","told","have"
210526,"the","of","one","having"
210526,"first","the","became","he"
210526,"the","see","could","he"
210526,"am","i","is","he"
210526,"believe","i","is","he"
210526,"not","would","i","here"
210526,"been","have","i","him"
210526,"to","have","i","him"
210526,"in","year","first","his"
210526,"the","that","is","hope"
210526,"be","it","could","how"
210526,"sound","that","does","how"
210526,"the","work","to","how"
210526,"with","cool","am","i"
210526,"with","hanging","am","i"
210526,"from","tweeting","am","i"
210526,"the","for","apologize","i"
210526,"i","you","assure","i"
210526,"you","follow","can","i"
210526,"in","sleep","can","i"
210526,"to","come","could","i"
210526,"the","on","found","i"
210526,"been","officially","have","i"
210526,"anything","posted","have","i"
210526,"a","reached","have","i"
210526,"what","not","know","i"
210526,"it","about","like","i"
210526,"the","in","mentioned","i"
210526,"anything","do","never","i"
210526,"it","do","never","i"
210526,"the","for","pray","i"
210526,"not","should","probably","i"
210526,"it","hi","said","i"
210526,"of","some","saw","i"
210526,"i","them","tell","i"
210526,"i","maybe","think","i"
210526,"are","these","think","i"
210526,"that","noticed","ve","i"
210526,"to","scared","was","i"
210526,"my","using","was","i"
210526,"i","young","was","i"
210526,"my","about","write","i"
210526,"am","i","that","idea"
210526,"had","i","that","idea"
210526,"it","miss","you","if"
210526,"this","saw","you","if"
210526,"now","is","and","in"
210526,"are","there","fact","in"
210526,"department","police","the","in"
210526,"diego","san","the","in"
210526,"i","days","two","in"
210526,"the","is","it","indeed"
210526,"a","is","it","instead"
210526,"is","what","and","is"
210526,"the","by","followed","is"
210526,"the","in","found","is"
210526,"it","at","good","is"
210526,"fun","for","just","is"
210526,"be","to","known","is"
210526,"way","easy","no","is"
210526,"a","put","to","is"
210526,"the","put","to","is"
210526,"get","to","tough","is"
210526,"the","in","used","is"
210526,"i","me","with","is"
210526,"is","that","all","it"
210526,"much","that","all","it"
210526,"i","now","for","it"
210526,"everyone","to","happens","it"
210526,"and","facebook","on","it"
210526,"am","i","on","it"
210526,"a","to","over","it"
210526,"are","we","so","it"
210526,"in","taken","was","it"
210526,"other","the","on","just"
210526,"hold","to","enough","large"
210526,"not","was","tweet","last"
210526,"a","after","year","last"
210526,"first","the","for","least"
210526,"a","have","i","least"
210526,"time","the","all","like"
210526,"in","did","he","like"
210526,"week","a","over","little"
210526,"and","it","at","looked"
210526,"a","buy","to","looking"
210526,"love","i","her","love"
210526,"i","but","you","love"
210526,"movie","a","into","made"
210526,"i","movie","a","make"
210526,"i","guess","i","me"
210526,"i","and","out","me"
210526,"can","you","that","means"
210526,"first","the","through","midway"
210526,"and","body","and","mind"
210526,"follow","to","details","more"
210526,"you","what","than","more"
210526,"them","love","you","much"
210526,"i","so","head","my"
210526,"a","has","son","my"
210526,"before","there","been","never"
210526,"is","resolution","years","new"
210526,"younger","any","getting","not"
210526,"is","this","know","not"
210526,"am","i","so","not"
210526,"of","worst","the","not"
210526,"have","i","that","noticed"
210526,"in","abuse","child","of"
210526,"and","rights","human","of"
210526,"it","at","looking","of"
210526,"am","i","money","of"
210526,"best","very","my","of"
210526,"able","being","not","of"
210526,"i","places","the","of"
210526,"that","places","the","of"
210526,"are","tweets","your","of"
210526,"get","you","do","often"
210526,"was","it","and","on"
210526,"is","it","how","on"
210526,"level","lower","the","on"
210526,"for","net","the","on"
210526,"the","become","to","on"
210526,"is","he","not","or"
210526,"more","or","two","or"
210526,"was","i","as","out"
210526,"who","people","of","out"
210526,"and","water","of","out"
210526,"be","would","who","people"
210526,"late","percent","from","percent"
210526,"hair","my","with","play"
210526,"dm","and","follow","please"
210526,"go","to","have","probably"
210526,"stars","the","for","reach"
210526,"the","on","up","read"
210526,"a","is","it","realize"
210526,"i","thought","i","said"
210526,"and","taste","to","salt"
210526,"on","is","what","say"
210526,"was","he","that","saying"
210526,"those","of","one","see"
210526,"the","in","u","see"
210526,"worth","self","of","sense"
210526,"and","up","be","should"
210526,"soon","up","be","should"
210526,"photo","the","in","shown"
210526,"face","his","of","side"
210526,"will","i","maybe","so"
210526,"are","whom","of","some"
210526,"i","me","tells","something"
210526,"album","the","on","songs"
210526,"against","chance","a","stand"
210526,"the","see","to","starting"
210526,"i","today","by","stopping"
210526,"on","traffic","in","stuck"
210526,"i","do","to","stuff"
210526,"in","do","to","stuff"
210526,"and","inspiration","an","such"
210526,"much","how","at","surprised"
210526,"world","the","over","taking"
210526,"you","what","about","talking"
210526,"i","that","him","tell"
210526,"a","was","it","thanks"
210526,"is","woman","a","that"
210526,"a","with","came","that"
210526,"it","with","came","that"
210526,"i","day","every","that"
210526,"be","ll","i","that"
210526,"a","of","instead","that"
210526,"sense","makes","it","that"
210526,"so","is","song","that"
210526,"has","president","the","that"
210526,"is","story","the","that"
210526,"i","when","was","that"
210526,"the","when","was","that"
210526,"a","for","way","that"
210526,"is","world","arab","the"
210526,"have","i","blog","the"
210526,"followed","that","days","the"
210526,"i","that","days","the"
210526,"the","with","deal","the"
210526,"seat","is","driver","the"
210526,"his","and","man","the"
210526,"was","he","man","the"
210526,"way","fashioned","old","the"
210526,"called","recipe","original","the"
210526,"the","for","road","the"
210526,"a","in","table","the"
210526,"think","you","thing","the"
210526,"truth","the","truth","the"
210526,"is","idea","whole","the"
210526,"it","know","i","them"
210526,"us","follow","to","them"
210526,"the","of","all","then"
210526,"is","it","and","there"
210526,"is","saying","are","they"
210526,"it","doing","re","they"
210526,"a","make","will","they"
210526,"be","never","would","they"
210526,"one","that","about","thinking"
210526,"can","you","way","this"
210526,"i","that","things","those"
210526,"am","i","so","though"
210526,"be","would","he","thought"
210526,"thing","same","the","through"
210526,"in","born","be","to"
210526,"i","expected","be","to"
210526,"to","interesting","be","to"
210526,"in","placed","be","to"
210526,"living","a","earn","to"
210526,"a","with","experiment","to"
210526,"little","a","feel","to"
210526,"a","him","find","to"
210526,"i","so","go","to"
210526,"few","a","mention","to"
210526,"my","for","provide","to"
210526,"family","a","raise","to"
210526,"you","to","reply","to"
210526,"was","she","say","to"
210526,"are","there","say","to"
210526,"every","up","soak","to"
210526,"who","men","the","to"
210526,"a","is","this","to"
210526,"the","is","this","to"
210526,"the","around","turn","to"
210526,"blog","my","update","to"
210526,"i","but","win","to"
210526,"i","but","work","to"
210526,"you","when","you","to"
